Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2016,GA,Georgia,Augusta,Census Tract,BRFSS,Prevention,1304204-13245010201,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,81.4,77.9,84.2,,,5048,"(33.4930200674, -82.0586308609)",PREVENT,MAMMOUSE,1304204,13245010201,Mammography
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051003000,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7,6.6,7.5,,,1901,"(32.0442377721, -81.085997139)",HLTHOUT,DIABETES,1369000,13051003000,Diabetes
2017,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Health Outcomes,1368516-13121010211,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,26.8,26.1,27.4,,,2845,"(33.8837375022, -84.3919423313)",HLTHOUT,HIGHCHOL,1368516,13121010211,High Cholesterol
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003009000,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44.5,42.5,46.2,,,1634,"(21.4755421679, -158.035245232)",UNHBEH,SLEEP,15003,15003009000,Sleep <7 hours
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051010802,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,40,"(32.0545764091, -81.3211794171)",HLTHOUT,ARTHRITIS,1369000,13051010802,Arthritis
2017,ID,Idaho,Meridian,Census Tract,BRFSS,Health Outcomes,1652120-16001010313,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.8,8.6,11.2,,,12255,"(43.5813084062, -116.37902549)",HLTHOUT,PHLTH,1652120,16001010313,Physical Health
2017,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Prevention,1368516-13121010108,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,72.2,71.3,73,,,3830,"(33.9660198272, -84.2798651498)",PREVENT,CHECKUP,1368516,13121010108,Annual Checkup
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003007811,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.3,17,17.6,,,4990,"(21.4098743948, -157.894700309)",UNHBEH,BINGE,15003,15003007811,Binge Drinking
2016,GA,Georgia,Augusta,Census Tract,BRFSS,Prevention,1304204-13245010903,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,60.2,57.5,62.8,,,1599,"(33.2843812907, -82.1559188523)",PREVENT,COLON_SCREEN,1304204,13245010903,Colorectal Cancer Screening
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215002300,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.4,5.2,5.6,,,1785,"(32.46366184, -84.9664132297)",HLTHOUT,CANCER,1319000,13215002300,Cancer (except skin)
2017,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Health Outcomes,1368516-13121010122,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.1,6.8,7.4,,,5596,"(33.9488742706, -84.352130576)",HLTHOUT,CASTHMA,1368516,13121010122,Current Asthma
2016,GA,Georgia,Augusta,Census Tract,BRFSS,Prevention,1304204-13245010204,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,83.8,81.8,85.8,,,13436,"(33.45947357, -82.1200317406)",PREVENT,PAPTEST,1304204,13245010204,Pap Smear Test
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003001100,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,62.7,59.4,65.8,,,3862,"(21.3018506838, -157.793571867)",PREVENT,DENTAL,15003,15003001100,Dental Visit
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003008606,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,31.4,27.6,35.4,,,9693,"(21.3474856211, -158.061396976)",PREVENT,COREM,15003,15003008606,Core preventive services for older men
2016,GA,Georgia,Roswell,Census Tract,BRFSS,Prevention,1367284-13121011421,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,56.9,52.5,61,,,2433,"(34.0422979155, -84.3338669573)",PREVENT,DENTAL,1367284,13121011421,Dental Visit
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Health Outcomes,1304204-13245000100,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.1,3.8,4.3,,,3753,"(33.4861010813, -82.0215987012)",HLTHOUT,KIDNEY,1304204,13245000100,Chronic Kidney Disease
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Prevention,1369000-13051000300,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,14.1,11.8,17.3,,,1886,"(32.0784853563, -81.0903132669)",PREVENT,ACCESS2,1369000,13051000300,Health Insurance
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003000800,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,30.1,25,35.1,,,3771,"(21.275054716, -157.798339612)",PREVENT,COREW,15003,15003000800,Core preventive services for older women
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003011201,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.5,21.4,23.7,,,4380,"(21.4063697265, -157.737441606)",HLTHOUT,ARTHRITIS,15003,15003011201,Arthritis
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Health Outcomes,1608830-16001002000,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.6,2.5,2.7,,,5746,"(43.6063439346, -116.259399538)",HLTHOUT,KIDNEY,1608830,16001002000,Chronic Kidney Disease
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003007000,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.2,1.2,1.3,,,4041,"(21.3445412044, -157.925563289)",HLTHOUT,KIDNEY,15003,15003007000,Chronic Kidney Disease
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Health Outcomes,1608830-16001002100,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.9,8.7,11.1,,,88,"(43.5519323284, -116.217091515)",HLTHOUT,PHLTH,1608830,16001002100,Physical Health
2017,GA,Georgia,Macon,Census Tract,BRFSS,Health Outcomes,1349000-13021012800,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44.9,43.7,46.1,,,3260,"(32.7977153022, -83.6533102379)",HLTHOUT,BPHIGH,1349000,13021012800,High Blood Pressure
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003010201,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.3,23,23.6,,,5882,"(21.5545206319, -157.894106764)",UNHBEH,BINGE,15003,15003010201,Binge Drinking
2017,GA,Georgia,Macon,Census Tract,BRFSS,Prevention,1349000-13021013408,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,86.2,85.3,87.1,,,218,"(32.8820164436, -83.7213582264)",PREVENT,BPMED,1349000,13021013408,Taking BP Medication
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051001200,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.1,3.9,4.3,,,2225,"(32.0651002456, -81.1101714101)",HLTHOUT,CANCER,1369000,13051001200,Cancer (except skin)
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003008915,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,80.6,78.7,82.3,,,5236,"(21.4689287147, -158.017373232)",PREVENT,MAMMOUSE,15003,15003008915,Mammography
2017,GA,Georgia,Warner Robins,City,BRFSS,Health Outcomes,1380508,Stroke among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,3.9,3.8,4,,,66588,"(32.5985113609, -83.6530271267)",HLTHOUT,STROKE,1380508,,Stroke
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215010107,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,29.2,28.7,29.7,,,7265,"(32.5620750779, -84.7903925132)",HLTHOUT,HIGHCHOL,1319000,13215010107,High Cholesterol
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008922,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.3,4.2,4.4,,,7479,"(21.4060802931, -158.007614324)",HLTHOUT,CANCER,15003,15003008922,Cancer (except skin)
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215002400,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.1,7.4,8.9,,,1581,"(32.4610038659, -84.9710496778)",HLTHOUT,STROKE,1319000,13215002400,Stroke
2017,GA,Georgia,Warner Robins,Census Tract,BRFSS,Prevention,1380508-13153021113,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,80.5,79,81.9,,,10210,"(32.5723334886, -83.6942192901)",PREVENT,CHOLSCREEN,1380508,13153021113,Cholesterol Screening
2017,GA,Georgia,Macon,Census Tract,BRFSS,Prevention,1349000-13021011800,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,15.9,13.2,19,,,3625,"(32.8598463903, -83.6759212424)",PREVENT,ACCESS2,1349000,13021011800,Health Insurance
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Health Outcomes,1608830-16001001800,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3,2.8,3.2,,,4485,"(43.5804976297, -116.237669982)",HLTHOUT,KIDNEY,1608830,16001001800,Chronic Kidney Disease
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215010301,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.9,4.7,7.4,,,2478,"(32.571655029, -85.0338001623)",HLTHOUT,COPD,1319000,13215010301,COPD
2017,GA,Georgia,Macon,Census Tract,BRFSS,Prevention,1349000-13021013202,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,79.1,78.2,80,,,2952,"(32.8084122826, -83.7042441207)",PREVENT,BPMED,1349000,13021013202,Taking BP Medication
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008927,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.9,8.2,9.7,,,5180,"(21.4766159056, -158.004745184)",HLTHOUT,MHLTH,15003,15003008927,Mental Health
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003008502,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,36.7,35.9,37.5,,,2136,"(21.3159374779, -158.072985582)",UNHBEH,OBESITY,15003,15003008502,Obesity
2016,GA,Georgia,Warner Robins,City,BRFSS,Unhealthy Behaviors,1380508,Sleeping less than 7 hours among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,38.7,38.3,39.1,,,66588,"(32.5985113609, -83.6530271267)",UNHBEH,SLEEP,1380508,,Sleep <7 hours
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003006702,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.2,2.1,2.3,,,1989,"(21.3671642569, -157.901219886)",HLTHOUT,KIDNEY,15003,15003006702,Chronic Kidney Disease
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003011300,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,11.4,10.2,12.5,,,5451,"(21.3383298878, -157.731642152)",PREVENT,ACCESS2,15003,15003011300,Health Insurance
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215010703,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.5,27.3,29.7,,,5995,"(32.4316716587, -84.9132033125)",HLTHOUT,ARTHRITIS,1319000,13215010703,Arthritis
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008914,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4,3.9,4.2,,,5098,"(21.3806704527, -158.021816015)",HLTHOUT,CANCER,15003,15003008914,Cancer (except skin)
2016,GA,Georgia,Augusta,Census Tract,BRFSS,Prevention,1304204-13245000700,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,83.9,80.9,86.6,,,1231,"(33.4683711523, -81.9734141743)",PREVENT,MAMMOUSE,1304204,13245000700,Mammography
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003001201,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,7.8,6.6,9.1,,,2924,"(21.2874518632, -157.80187106)",PREVENT,ACCESS2,15003,15003001201,Health Insurance
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003005500,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,74.2,70.9,77.3,,,2078,"(21.3223543213, -157.863220036)",PREVENT,PAPTEST,15003,15003005500,Pap Smear Test
2017,GA,Georgia,Warner Robins,Census Tract,BRFSS,Health Outcomes,1380508-13153021107,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.3,9,9.7,,,4145,"(32.5709574891, -83.6350485792)",HLTHOUT,CASTHMA,1380508,13153021107,Current Asthma
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003000903,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,78.5,75.9,80.7,,,2858,"(21.2827204274, -157.793693903)",PREVENT,DENTAL,15003,15003000903,Dental Visit
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Health Outcomes,1304204-13245010709,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,30.7,30,31.5,,,5243,"(33.3827681525, -82.0487386714)",HLTHOUT,HIGHCHOL,1304204,13245010709,High Cholesterol
2016,GA,Georgia,Augusta,City,BRFSS,Prevention,1304204,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,AgeAdjPrv,Age-adjusted prevalence,34.4,33.4,35.4,,,195844,"(33.3644561527, -82.0708396775)",PREVENT,COREM,1304204,,Core preventive services for older men
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003003800,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,81.1,78.6,83.1,,,3970,"(21.297406335, -157.858648725)",PREVENT,MAMMOUSE,15003,15003003800,Mammography
2017,HI,Hawaii,Honolulu,City,BRFSS,Health Outcomes,15003,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.2,11.1,11.2,,,953207,"(21.4588039305, -157.973296737)",HLTHOUT,DIABETES,15003,,Diabetes
2017,ID,Idaho,Nampa,Census Tract,BRFSS,Prevention,1656260-16027020504,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,23.9,20.6,27.7,,,5471,"(43.5543759965, -116.563662305)",PREVENT,ACCESS2,1656260,16027020504,Health Insurance
2016,ID,Idaho,Nampa,Census Tract,BRFSS,Prevention,1656260-16027020402,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,49.9,45.8,53.6,,,5601,"(43.5652336693, -116.564396267)",PREVENT,COLON_SCREEN,1656260,16027020402,Colorectal Cancer Screening
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003008907,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,30.9,27.4,34.6,,,4232,"(21.458271796, -158.011809201)",PREVENT,COREW,15003,15003008907,Core preventive services for older women
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003006600,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.4,1.3,1.5,,,374,"(21.3534783882, -157.872629668)",HLTHOUT,KIDNEY,15003,15003006600,Chronic Kidney Disease
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008622,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.9,5.7,6.1,,,4068,"(21.3407263838, -158.088287749)",HLTHOUT,CANCER,15003,15003008622,Cancer (except skin)
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003008701,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,48.7,47.3,50,,,8787,"(21.3910485797, -157.990058155)",UNHBEH,SLEEP,15003,15003008701,Sleep <7 hours
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Prevention,1608830-16001000900,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,55.3,51.8,58.7,,,5760,"(43.5952401773, -116.200000231)",PREVENT,CHOLSCREEN,1608830,16001000900,Cholesterol Screening
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051010808,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2,1.8,2.2,,,2174,"(31.9875036127, -81.2714618104)",HLTHOUT,STROKE,1369000,13051010808,Stroke
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003003404,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,78.6,77.8,79.4,,,4716,"(21.3074750098, -157.837331025)",PREVENT,BPMED,15003,15003003404,Taking BP Medication
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003005200,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,38.7,36,41.3,,,3293,"(21.3121685578, -157.863194136)",UNHBEH,LPA,15003,15003005200,Physical Inactivity
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Health Outcomes,1608830-16001000202,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.9,7.7,8.2,,,5181,"(43.6602296507, -116.216671259)",HLTHOUT,CANCER,1608830,16001000202,Cancer (except skin)
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003010508,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.7,19,20.4,,,2569,"(21.4222825948, -157.794752224)",HLTHOUT,ARTHRITIS,15003,15003010508,Arthritis
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Prevention,1304204-13245001200,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,78,77.3,78.7,,,4506,"(33.4621001622, -82.0276560504)",PREVENT,CHECKUP,1304204,13245001200,Annual Checkup
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Health Outcomes,1304204-13245001000,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.2,12.5,15.9,,,2941,"(33.4710160903, -82.0009603132)",HLTHOUT,MHLTH,1304204,13245001000,Mental Health
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003001201,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,68.4,64.7,71,,,2924,"(21.2874518632, -157.80187106)",PREVENT,COLON_SCREEN,15003,15003001201,Colorectal Cancer Screening
2017,GA,Georgia,Warner Robins,Census Tract,BRFSS,Health Outcomes,1380508-13153021113,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.1,3.6,4.6,,,10210,"(32.5723334886, -83.6942192901)",HLTHOUT,COPD,1380508,13153021113,COPD
2016,ID,Idaho,Boise City,Census Tract,BRFSS,Prevention,1608830-16001000802,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,71.1,66.4,75,,,5397,"(43.5779895661, -116.184190686)",PREVENT,MAMMOUSE,1608830,16001000802,Mammography
2016,GA,Georgia,Augusta,Census Tract,BRFSS,Health Outcomes,1304204-13245010712,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,15.1,11.3,19.7,,,7905,"(33.3673594056, -82.0945544821)",HLTHOUT,TEETHLOST,1304204,13245010712,Teeth Loss
2017,GA,Georgia,Warner Robins,Census Tract,BRFSS,Unhealthy Behaviors,1380508-13153021104,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35.5,34,36.8,,,4429,"(32.6066851404, -83.6814795438)",UNHBEH,OBESITY,1380508,13153021104,Obesity
2016,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Prevention,1368516-13121010118,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,83.3,81.5,85.1,,,4782,"(33.9738072059, -84.3487694509)",PREVENT,PAPTEST,1368516,13121010118,Pap Smear Test
2016,GA,Georgia,Augusta,Census Tract,BRFSS,Prevention,1304204-13245001100,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,84.9,82.8,86.7,,,1742,"(33.4741504541, -82.0251286588)",PREVENT,PAPTEST,1304204,13245001100,Pap Smear Test
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215010607,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.9,3.7,4.1,,,5328,"(32.4780886521, -84.8896599328)",HLTHOUT,KIDNEY,1319000,13215010607,Chronic Kidney Disease
2017,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Unhealthy Behaviors,1368516-13121010115,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.4,8.7,12.3,,,2546,"(33.8980355852, -84.3554277922)",UNHBEH,CSMOKING,1368516,13121010115,Current Smoking
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Health Outcomes,1608830-16001001900,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.2,22,24.4,,,5070,"(43.5924143068, -116.267824744)",HLTHOUT,ARTHRITIS,1608830,16001001900,Arthritis
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051004300,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,13.6,13.1,14.1,,,2615,"(32.009813033, -81.1533434253)",HLTHOUT,HIGHCHOL,1369000,13051004300,High Cholesterol
2017,GA,Georgia,Macon,City,BRFSS,Health Outcomes,1349000,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.2,15.9,16.5,,,91351,"(32.8320417692, -83.6495823768)",HLTHOUT,PHLTH,1349000,,Physical Health
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Prevention,1369000-13051003800,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,78.6,77.7,79.6,,,2143,"(32.0273428142, -81.0661460201)",PREVENT,BPMED,1369000,13051003800,Taking BP Medication
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008924,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.4,2.3,2.5,,,7623,"(21.4333745427, -158.039373882)",HLTHOUT,KIDNEY,15003,15003008924,Chronic Kidney Disease
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003005200,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,15.7,13.6,17.9,,,3293,"(21.3121685578, -157.863194136)",PREVENT,ACCESS2,15003,15003005200,Health Insurance
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003010305,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,80.8,79.4,82.3,,,5063,"(21.4477069877, -157.830627256)",PREVENT,MAMMOUSE,15003,15003010305,Mammography
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Unhealthy Behaviors,1319000-13215000900,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,34.8,32.5,36.8,,,2851,"(32.5013116826, -84.9582583198)",UNHBEH,LPA,1319000,13215000900,Physical Inactivity
2017,ID,Idaho,Nampa,Census Tract,BRFSS,Prevention,1656260-16027020503,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,76.2,74.7,77.8,,,2957,"(43.5545781059, -116.581916026)",PREVENT,CHOLSCREEN,1656260,16027020503,Cholesterol Screening
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008930,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.8,26.4,29.2,,,2560,"(21.4661119695, -157.995420252)",HLTHOUT,BPHIGH,15003,15003008930,High Blood Pressure
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Health Outcomes,1304204-13245001000,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.1,10,12.2,,,2941,"(33.4710160903, -82.0009603132)",HLTHOUT,PHLTH,1304204,13245001000,Physical Health
2017,GA,Georgia,Johns Creek,Census Tract,BRFSS,Health Outcomes,1342425-13121011426,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.8,7.4,8.3,,,1154,"(34.0365607891, -84.2419507191)",HLTHOUT,CASTHMA,1342425,13121011426,Current Asthma
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003009502,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.9,32,33.9,,,4243,"(21.4957446121, -158.069946972)",UNHBEH,BINGE,15003,15003009502,Binge Drinking
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Health Outcomes,1608830-16001010313,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.3,18,20.6,,,910,"(43.5881337971, -116.33695668)",HLTHOUT,ARTHRITIS,1608830,16001010313,Arthritis
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003001500,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.3,3,3.7,,,3527,"(21.2783292329, -157.811278158)",HLTHOUT,COPD,15003,15003001500,COPD
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215010602,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.2,14.1,16.4,,,4936,"(32.4742701023, -84.9148131688)",HLTHOUT,MHLTH,1319000,13215010602,Mental Health
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003005400,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.7,5.3,6,,,1637,"(21.3199594239, -157.864109557)",HLTHOUT,KIDNEY,15003,15003005400,Chronic Kidney Disease
